player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,0,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,1,-
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,2,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,3,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,4,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,5,1.000
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,6,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,7,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,8,-
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,9,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,10,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,11,1.000
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,12,3
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,13,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,14,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,15,1
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,16,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,17,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,18,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,19,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,20,-
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,21,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,22,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,23,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,24,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,25,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,27,0
466.p.10303,Kevin McCullar Jr.,season,2025,2025-10-28,28,0
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,0,25
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,1,-
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,2,658
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,3,272
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,4,127
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,5,.467
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,6,83
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,7,73
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,8,.880
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,9,81
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,10,28
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,11,.346
466.p.10304,Ajay Mitchell,season,2025,2025-10-28,12,355
