player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.4893,Alec Burks,season,2025,2025-11-07,0,-
466.p.4893,Alec Burks,season,2025,2025-11-07,1,-
466.p.4893,Alec Burks,season,2025,2025-11-07,2,-
466.p.4893,Alec Burks,season,2025,2025-11-07,3,-
466.p.4893,Alec Burks,season,2025,2025-11-07,4,-
466.p.4893,Alec Burks,season,2025,2025-11-07,5,-
466.p.4893,Alec Burks,season,2025,2025-11-07,6,-
466.p.4893,Alec Burks,season,2025,2025-11-07,7,-
466.p.4893,Alec Burks,season,2025,2025-11-07,8,-
466.p.4893,Alec Burks,season,2025,2025-11-07,9,-
466.p.4893,Alec Burks,season,2025,2025-11-07,10,-
466.p.4893,Alec Burks,season,2025,2025-11-07,11,-
466.p.4893,Alec Burks,season,2025,2025-11-07,12,-
466.p.4893,Alec Burks,season,2025,2025-11-07,13,-
466.p.4893,Alec Burks,season,2025,2025-11-07,14,-
466.p.4893,Alec Burks,season,2025,2025-11-07,15,-
466.p.4893,Alec Burks,season,2025,2025-11-07,16,-
466.p.4893,Alec Burks,season,2025,2025-11-07,17,-
466.p.4893,Alec Burks,season,2025,2025-11-07,18,-
466.p.4893,Alec Burks,season,2025,2025-11-07,19,-
466.p.4893,Alec Burks,season,2025,2025-11-07,20,-
466.p.4893,Alec Burks,season,2025,2025-11-07,21,-
466.p.4893,Alec Burks,season,2025,2025-11-07,22,-
466.p.4893,Alec Burks,season,2025,2025-11-07,23,-
466.p.4893,Alec Burks,season,2025,2025-11-07,24,-
466.p.4893,Alec Burks,season,2025,2025-11-07,25,-
466.p.4893,Alec Burks,season,2025,2025-11-07,27,-
466.p.4893,Alec Burks,season,2025,2025-11-07,28,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,0,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,1,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,2,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,3,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,4,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,5,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,6,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,7,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,8,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,9,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,10,-
466.p.4894,Markieff Morris,season,2025,2025-11-07,11,-
