player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.10464,Yang Hansen,season,2025,2025-11-26,0,13
466.p.10464,Yang Hansen,season,2025,2025-11-26,1,-
466.p.10464,Yang Hansen,season,2025,2025-11-26,2,100
466.p.10464,Yang Hansen,season,2025,2025-11-26,3,40
466.p.10464,Yang Hansen,season,2025,2025-11-26,4,12
466.p.10464,Yang Hansen,season,2025,2025-11-26,5,.300
466.p.10464,Yang Hansen,season,2025,2025-11-26,6,10
466.p.10464,Yang Hansen,season,2025,2025-11-26,7,9
466.p.10464,Yang Hansen,season,2025,2025-11-26,8,.900
466.p.10464,Yang Hansen,season,2025,2025-11-26,9,16
466.p.10464,Yang Hansen,season,2025,2025-11-26,10,1
466.p.10464,Yang Hansen,season,2025,2025-11-26,11,.063
466.p.10464,Yang Hansen,season,2025,2025-11-26,12,34
466.p.10464,Yang Hansen,season,2025,2025-11-26,13,6
466.p.10464,Yang Hansen,season,2025,2025-11-26,14,17
466.p.10464,Yang Hansen,season,2025,2025-11-26,15,23
466.p.10464,Yang Hansen,season,2025,2025-11-26,16,10
466.p.10464,Yang Hansen,season,2025,2025-11-26,17,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,18,5
466.p.10464,Yang Hansen,season,2025,2025-11-26,19,9
466.p.10464,Yang Hansen,season,2025,2025-11-26,20,1.111
466.p.10464,Yang Hansen,season,2025,2025-11-26,21,13
466.p.10464,Yang Hansen,season,2025,2025-11-26,22,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,23,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,24,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,25,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,27,0
466.p.10464,Yang Hansen,season,2025,2025-11-26,28,0
466.p.10465,Cedric Coward,season,2025,2025-11-26,0,25
466.p.10465,Cedric Coward,season,2025,2025-11-26,1,-
466.p.10465,Cedric Coward,season,2025,2025-11-26,2,681
466.p.10465,Cedric Coward,season,2025,2025-11-26,3,264
466.p.10465,Cedric Coward,season,2025,2025-11-26,4,121
466.p.10465,Cedric Coward,season,2025,2025-11-26,5,.458
466.p.10465,Cedric Coward,season,2025,2025-11-26,6,69
466.p.10465,Cedric Coward,season,2025,2025-11-26,7,58
466.p.10465,Cedric Coward,season,2025,2025-11-26,8,.841
466.p.10465,Cedric Coward,season,2025,2025-11-26,9,114
466.p.10465,Cedric Coward,season,2025,2025-11-26,10,37
466.p.10465,Cedric Coward,season,2025,2025-11-26,11,.325
466.p.10465,Cedric Coward,season,2025,2025-11-26,12,337
466.p.10465,Cedric Coward,season,2025,2025-11-26,13,35
466.p.10465,Cedric Coward,season,2025,2025-11-26,14,125
466.p.10465,Cedric Coward,season,2025,2025-11-26,15,160
466.p.10465,Cedric Coward,season,2025,2025-11-26,16,71
466.p.10465,Cedric Coward,season,2025,2025-11-26,17,14
466.p.10465,Cedric Coward,season,2025,2025-11-26,18,8
466.p.10465,Cedric Coward,season,2025,2025-11-26,19,37
466.p.10465,Cedric Coward,season,2025,2025-11-26,20,1.919
466.p.10465,Cedric Coward,season,2025,2025-11-26,21,50
466.p.10465,Cedric Coward,season,2025,2025-11-26,22,0
466.p.10465,Cedric Coward,season,2025,2025-11-26,23,0
466.p.10465,Cedric Coward,season,2025,2025-11-26,24,0
466.p.10465,Cedric Coward,season,2025,2025-11-26,25,0
466.p.10465,Cedric Coward,season,2025,2025-11-26,27,5
466.p.10465,Cedric Coward,season,2025,2025-11-26,28,0
466.p.10466,Carter Bryant,season,2025,2025-11-26,0,18
466.p.10466,Carter Bryant,season,2025,2025-11-26,1,-
466.p.10466,Carter Bryant,season,2025,2025-11-26,2,142
466.p.10466,Carter Bryant,season,2025,2025-11-26,3,51
466.p.10466,Carter Bryant,season,2025,2025-11-26,4,17
466.p.10466,Carter Bryant,season,2025,2025-11-26,5,.333
466.p.10466,Carter Bryant,season,2025,2025-11-26,6,4
466.p.10466,Carter Bryant,season,2025,2025-11-26,7,3
466.p.10466,Carter Bryant,season,2025,2025-11-26,8,.750
466.p.10466,Carter Bryant,season,2025,2025-11-26,9,28
466.p.10466,Carter Bryant,season,2025,2025-11-26,10,8
466.p.10466,Carter Bryant,season,2025,2025-11-26,11,.286
466.p.10466,Carter Bryant,season,2025,2025-11-26,12,45
466.p.10466,Carter Bryant,season,2025,2025-11-26,13,6
466.p.10466,Carter Bryant,season,2025,2025-11-26,14,24
466.p.10466,Carter Bryant,season,2025,2025-11-26,15,30
466.p.10466,Carter Bryant,season,2025,2025-11-26,16,1
466.p.10466,Carter Bryant,season,2025,2025-11-26,17,4
466.p.10466,Carter Bryant,season,2025,2025-11-26,18,2
466.p.10466,Carter Bryant,season,2025,2025-11-26,19,6
466.p.10466,Carter Bryant,season,2025,2025-11-26,20,.167
466.p.10466,Carter Bryant,season,2025,2025-11-26,21,15
466.p.10466,Carter Bryant,season,2025,2025-11-26,22,0
