player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.6216,Jordan Poole,season,2025,2025-11-21,0,8
466.p.6216,Jordan Poole,season,2025,2025-11-21,1,-
466.p.6216,Jordan Poole,season,2025,2025-11-21,2,238
466.p.6216,Jordan Poole,season,2025,2025-11-21,3,118
466.p.6216,Jordan Poole,season,2025,2025-11-21,4,43
466.p.6216,Jordan Poole,season,2025,2025-11-21,5,.364
466.p.6216,Jordan Poole,season,2025,2025-11-21,6,35
466.p.6216,Jordan Poole,season,2025,2025-11-21,7,34
466.p.6216,Jordan Poole,season,2025,2025-11-21,8,.971
466.p.6216,Jordan Poole,season,2025,2025-11-21,9,70
466.p.6216,Jordan Poole,season,2025,2025-11-21,10,23
466.p.6216,Jordan Poole,season,2025,2025-11-21,11,.329
466.p.6216,Jordan Poole,season,2025,2025-11-21,12,143
466.p.6216,Jordan Poole,season,2025,2025-11-21,13,3
466.p.6216,Jordan Poole,season,2025,2025-11-21,14,10
466.p.6216,Jordan Poole,season,2025,2025-11-21,15,13
466.p.6216,Jordan Poole,season,2025,2025-11-21,16,27
466.p.6216,Jordan Poole,season,2025,2025-11-21,17,3
466.p.6216,Jordan Poole,season,2025,2025-11-21,18,3
466.p.6216,Jordan Poole,season,2025,2025-11-21,19,16
466.p.6216,Jordan Poole,season,2025,2025-11-21,20,1.688
466.p.6216,Jordan Poole,season,2025,2025-11-21,21,20
466.p.6216,Jordan Poole,season,2025,2025-11-21,22,0
466.p.6216,Jordan Poole,season,2025,2025-11-21,23,1
466.p.6216,Jordan Poole,season,2025,2025-11-21,24,0
466.p.6216,Jordan Poole,season,2025,2025-11-21,25,0
466.p.6216,Jordan Poole,season,2025,2025-11-21,27,0
466.p.6216,Jordan Poole,season,2025,2025-11-21,28,0
466.p.6217,Keldon Johnson,season,2025,2025-11-21,0,24
466.p.6217,Keldon Johnson,season,2025,2025-11-21,1,-
466.p.6217,Keldon Johnson,season,2025,2025-11-21,2,576
466.p.6217,Keldon Johnson,season,2025,2025-11-21,3,209
466.p.6217,Keldon Johnson,season,2025,2025-11-21,4,120
466.p.6217,Keldon Johnson,season,2025,2025-11-21,5,.574
466.p.6217,Keldon Johnson,season,2025,2025-11-21,6,71
466.p.6217,Keldon Johnson,season,2025,2025-11-21,7,53
466.p.6217,Keldon Johnson,season,2025,2025-11-21,8,.746
466.p.6217,Keldon Johnson,season,2025,2025-11-21,9,64
466.p.6217,Keldon Johnson,season,2025,2025-11-21,10,22
466.p.6217,Keldon Johnson,season,2025,2025-11-21,11,.344
466.p.6217,Keldon Johnson,season,2025,2025-11-21,12,315
466.p.6217,Keldon Johnson,season,2025,2025-11-21,13,48
466.p.6217,Keldon Johnson,season,2025,2025-11-21,14,109
466.p.6217,Keldon Johnson,season,2025,2025-11-21,15,157
466.p.6217,Keldon Johnson,season,2025,2025-11-21,16,41
466.p.6217,Keldon Johnson,season,2025,2025-11-21,17,18
466.p.6217,Keldon Johnson,season,2025,2025-11-21,18,3
466.p.6217,Keldon Johnson,season,2025,2025-11-21,19,23
466.p.6217,Keldon Johnson,season,2025,2025-11-21,20,1.783
466.p.6217,Keldon Johnson,season,2025,2025-11-21,21,47
466.p.6217,Keldon Johnson,season,2025,2025-11-21,22,1
466.p.6217,Keldon Johnson,season,2025,2025-11-21,23,0
466.p.6217,Keldon Johnson,season,2025,2025-11-21,24,0
466.p.6217,Keldon Johnson,season,2025,2025-11-21,25,0
466.p.6217,Keldon Johnson,season,2025,2025-11-21,27,2
466.p.6217,Keldon Johnson,season,2025,2025-11-21,28,0
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,0,7
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,1,-
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,2,205
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,3,87
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,4,49
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,5,.563
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,6,32
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,7,29
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,8,.906
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,9,37
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,10,22
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,11,.595
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,12,149
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,13,5
466.p.6218,Kevin Porter Jr.,season,2025,2025-11-21,14,26
