player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,0,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,1,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,2,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,3,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,4,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,5,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,6,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,7,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,8,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,9,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,10,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,11,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,12,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,13,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,14,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,15,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,16,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,17,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,18,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,19,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,20,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,21,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,22,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,23,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,24,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,25,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,27,-
466.p.10048,Scoot Henderson,season,2024-10-26,2024-10-26,28,-
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,0,9
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,1,-
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,2,38
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,3,12
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,4,6
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,5,.500
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,6,5
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,7,3
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,8,.600
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,9,5
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,10,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,11,.000
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,12,15
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,13,1
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,14,10
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,15,11
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,16,4
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,17,2
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,18,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,19,4
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,20,1.000
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,21,7
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,22,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,23,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,24,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,25,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,27,0
466.p.10050,Leonard Miller,season,2024-10-26,2024-10-26,28,0
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,0,19
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,1,-
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,2,350
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,3,82
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,4,33
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,5,.402
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,6,18
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,7,12
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,8,.667
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,9,47
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,10,15
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,11,.319
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,12,93
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,13,13
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,14,28
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,15,41
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,16,24
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,17,9
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,18,3
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,19,19
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,20,1.263
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,21,47
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,22,1
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,23,0
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,24,0
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,25,0
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,27,0
466.p.10051,Sidy Cissoko,season,2024-10-26,2024-10-26,28,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,0,23
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,1,-
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,2,336
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,3,90
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,4,36
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,5,.400
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,6,10
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,7,5
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,8,.500
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,9,57
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,10,23
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,11,.404
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,12,100
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,13,1
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,14,34
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,15,35
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,16,65
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,17,16
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,18,3
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,19,17
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,20,3.824
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,21,32
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,22,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,23,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,24,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,25,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,27,0
466.p.10053,Keaton Wallace,season,2024-10-26,2024-10-26,28,0
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,0,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,1,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,2,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,3,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,4,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,5,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,6,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,7,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,8,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,9,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,10,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,11,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,12,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,13,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,14,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,15,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,16,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,17,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,18,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,19,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,20,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,21,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,22,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,23,-
466.p.10061,Justin Minaya,season,2024-10-26,2024-10-26,24,-
