snapshot_ts,player_key,stat_id,stat_value
2025-12-14T07:14:54.217096+00:00,466.p.4245,3,78
2025-12-14T07:14:54.217096+00:00,466.p.4245,4,25
2025-12-14T07:14:54.217096+00:00,466.p.4245,5,.321
2025-12-14T07:14:54.217096+00:00,466.p.4245,6,6
2025-12-14T07:14:54.217096+00:00,466.p.4245,7,6
2025-12-14T07:14:54.217096+00:00,466.p.4245,8,1.000
2025-12-14T07:14:54.217096+00:00,466.p.4245,9,57
2025-12-14T07:14:54.217096+00:00,466.p.4245,10,17
2025-12-14T07:14:54.217096+00:00,466.p.4245,11,.298
2025-12-14T07:14:54.217096+00:00,466.p.4245,12,73
2025-12-14T07:14:54.217096+00:00,466.p.4245,13,11
2025-12-14T07:14:54.217096+00:00,466.p.4245,14,46
2025-12-14T07:14:54.217096+00:00,466.p.4245,15,57
2025-12-14T07:14:54.217096+00:00,466.p.4245,16,26
2025-12-14T07:14:54.217096+00:00,466.p.4245,17,13
2025-12-14T07:14:54.217096+00:00,466.p.4245,18,13
2025-12-14T07:14:54.217096+00:00,466.p.4245,19,16
2025-12-14T07:14:54.217096+00:00,466.p.4245,20,1.625
2025-12-14T07:14:54.217096+00:00,466.p.4245,21,19
2025-12-14T07:14:54.217096+00:00,466.p.4245,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4245,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4245,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4245,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4245,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4245,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,0,24
2025-12-14T07:14:54.217096+00:00,466.p.4246,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4246,2,459
2025-12-14T07:14:54.217096+00:00,466.p.4246,3,102
2025-12-14T07:14:54.217096+00:00,466.p.4246,4,37
2025-12-14T07:14:54.217096+00:00,466.p.4246,5,.363
2025-12-14T07:14:54.217096+00:00,466.p.4246,6,29
2025-12-14T07:14:54.217096+00:00,466.p.4246,7,27
2025-12-14T07:14:54.217096+00:00,466.p.4246,8,.931
2025-12-14T07:14:54.217096+00:00,466.p.4246,9,71
2025-12-14T07:14:54.217096+00:00,466.p.4246,10,26
2025-12-14T07:14:54.217096+00:00,466.p.4246,11,.366
2025-12-14T07:14:54.217096+00:00,466.p.4246,12,127
2025-12-14T07:14:54.217096+00:00,466.p.4246,13,9
2025-12-14T07:14:54.217096+00:00,466.p.4246,14,35
2025-12-14T07:14:54.217096+00:00,466.p.4246,15,44
2025-12-14T07:14:54.217096+00:00,466.p.4246,16,77
2025-12-14T07:14:54.217096+00:00,466.p.4246,17,14
2025-12-14T07:14:54.217096+00:00,466.p.4246,18,3
2025-12-14T07:14:54.217096+00:00,466.p.4246,19,17
2025-12-14T07:14:54.217096+00:00,466.p.4246,20,4.529
2025-12-14T07:14:54.217096+00:00,466.p.4246,21,42
2025-12-14T07:14:54.217096+00:00,466.p.4246,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4246,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,0,10
2025-12-14T07:14:54.217096+00:00,466.p.4247,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4247,2,48
2025-12-14T07:14:54.217096+00:00,466.p.4247,3,16
2025-12-14T07:14:54.217096+00:00,466.p.4247,4,8
2025-12-14T07:14:54.217096+00:00,466.p.4247,5,.500
2025-12-14T07:14:54.217096+00:00,466.p.4247,6,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,7,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,8,-
2025-12-14T07:14:54.217096+00:00,466.p.4247,9,12
2025-12-14T07:14:54.217096+00:00,466.p.4247,10,5
2025-12-14T07:14:54.217096+00:00,466.p.4247,11,.417
2025-12-14T07:14:54.217096+00:00,466.p.4247,12,21
2025-12-14T07:14:54.217096+00:00,466.p.4247,13,1
2025-12-14T07:14:54.217096+00:00,466.p.4247,14,3
2025-12-14T07:14:54.217096+00:00,466.p.4247,15,4
2025-12-14T07:14:54.217096+00:00,466.p.4247,16,1
2025-12-14T07:14:54.217096+00:00,466.p.4247,17,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,18,1
2025-12-14T07:14:54.217096+00:00,466.p.4247,19,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,20,-
2025-12-14T07:14:54.217096+00:00,466.p.4247,21,4
2025-12-14T07:14:54.217096+00:00,466.p.4247,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,23,1
2025-12-14T07:14:54.217096+00:00,466.p.4247,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4247,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4390,0,25
2025-12-14T07:14:54.217096+00:00,466.p.4390,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4390,2,718
2025-12-14T07:14:54.217096+00:00,466.p.4390,3,297
2025-12-14T07:14:54.217096+00:00,466.p.4390,4,130
2025-12-14T07:14:54.217096+00:00,466.p.4390,5,.438
2025-12-14T07:14:54.217096+00:00,466.p.4390,6,66
2025-12-14T07:14:54.217096+00:00,466.p.4390,7,43
2025-12-14T07:14:54.217096+00:00,466.p.4390,8,.652
2025-12-14T07:14:54.217096+00:00,466.p.4390,9,128
2025-12-14T07:14:54.217096+00:00,466.p.4390,10,47
2025-12-14T07:14:54.217096+00:00,466.p.4390,11,.367
2025-12-14T07:14:54.217096+00:00,466.p.4390,12,350
2025-12-14T07:14:54.217096+00:00,466.p.4390,13,38
2025-12-14T07:14:54.217096+00:00,466.p.4390,14,132
2025-12-14T07:14:54.217096+00:00,466.p.4390,15,170
2025-12-14T07:14:54.217096+00:00,466.p.4390,16,180
2025-12-14T07:14:54.217096+00:00,466.p.4390,17,33
2025-12-14T07:14:54.217096+00:00,466.p.4390,18,4
2025-12-14T07:14:54.217096+00:00,466.p.4390,19,82
2025-12-14T07:14:54.217096+00:00,466.p.4390,20,2.195
2025-12-14T07:14:54.217096+00:00,466.p.4390,21,59
2025-12-14T07:14:54.217096+00:00,466.p.4390,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4390,23,1
2025-12-14T07:14:54.217096+00:00,466.p.4390,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4390,25,1
2025-12-14T07:14:54.217096+00:00,466.p.4390,27,9
2025-12-14T07:14:54.217096+00:00,466.p.4390,28,4
2025-12-14T07:14:54.217096+00:00,466.p.4391,0,15
2025-12-14T07:14:54.217096+00:00,466.p.4391,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4391,2,225
2025-12-14T07:14:54.217096+00:00,466.p.4391,3,73
2025-12-14T07:14:54.217096+00:00,466.p.4391,4,32
2025-12-14T07:14:54.217096+00:00,466.p.4391,5,.438
2025-12-14T07:14:54.217096+00:00,466.p.4391,6,18
2025-12-14T07:14:54.217096+00:00,466.p.4391,7,14
2025-12-14T07:14:54.217096+00:00,466.p.4391,8,.778
2025-12-14T07:14:54.217096+00:00,466.p.4391,9,53
2025-12-14T07:14:54.217096+00:00,466.p.4391,10,19
2025-12-14T07:14:54.217096+00:00,466.p.4391,11,.358
2025-12-14T07:14:54.217096+00:00,466.p.4391,12,97
2025-12-14T07:14:54.217096+00:00,466.p.4391,13,21
2025-12-14T07:14:54.217096+00:00,466.p.4391,14,47
2025-12-14T07:14:54.217096+00:00,466.p.4391,15,68
2025-12-14T07:14:54.217096+00:00,466.p.4391,16,26
2025-12-14T07:14:54.217096+00:00,466.p.4391,17,5
2025-12-14T07:14:54.217096+00:00,466.p.4391,18,5
2025-12-14T07:14:54.217096+00:00,466.p.4391,19,11
2025-12-14T07:14:54.217096+00:00,466.p.4391,20,2.364
2025-12-14T07:14:54.217096+00:00,466.p.4391,21,26
2025-12-14T07:14:54.217096+00:00,466.p.4391,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4391,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4391,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4391,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4391,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4391,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,0,5
2025-12-14T07:14:54.217096+00:00,466.p.4469,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4469,2,57
2025-12-14T07:14:54.217096+00:00,466.p.4469,3,13
2025-12-14T07:14:54.217096+00:00,466.p.4469,4,8
2025-12-14T07:14:54.217096+00:00,466.p.4469,5,.615
2025-12-14T07:14:54.217096+00:00,466.p.4469,6,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,7,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,8,-
2025-12-14T07:14:54.217096+00:00,466.p.4469,9,8
2025-12-14T07:14:54.217096+00:00,466.p.4469,10,5
2025-12-14T07:14:54.217096+00:00,466.p.4469,11,.625
2025-12-14T07:14:54.217096+00:00,466.p.4469,12,21
2025-12-14T07:14:54.217096+00:00,466.p.4469,13,1
2025-12-14T07:14:54.217096+00:00,466.p.4469,14,1
2025-12-14T07:14:54.217096+00:00,466.p.4469,15,2
2025-12-14T07:14:54.217096+00:00,466.p.4469,16,3
2025-12-14T07:14:54.217096+00:00,466.p.4469,17,3
2025-12-14T07:14:54.217096+00:00,466.p.4469,18,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,19,3
2025-12-14T07:14:54.217096+00:00,466.p.4469,20,1.000
2025-12-14T07:14:54.217096+00:00,466.p.4469,21,2
2025-12-14T07:14:54.217096+00:00,466.p.4469,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4469,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4472,0,19
2025-12-14T07:14:54.217096+00:00,466.p.4472,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4472,2,268
2025-12-14T07:14:54.217096+00:00,466.p.4472,3,100
2025-12-14T07:14:54.217096+00:00,466.p.4472,4,39
2025-12-14T07:14:54.217096+00:00,466.p.4472,5,.390
2025-12-14T07:14:54.217096+00:00,466.p.4472,6,11
2025-12-14T07:14:54.217096+00:00,466.p.4472,7,8
2025-12-14T07:14:54.217096+00:00,466.p.4472,8,.727
2025-12-14T07:14:54.217096+00:00,466.p.4472,9,68
2025-12-14T07:14:54.217096+00:00,466.p.4472,10,24
2025-12-14T07:14:54.217096+00:00,466.p.4472,11,.353
2025-12-14T07:14:54.217096+00:00,466.p.4472,12,110
2025-12-14T07:14:54.217096+00:00,466.p.4472,13,4
2025-12-14T07:14:54.217096+00:00,466.p.4472,14,29
2025-12-14T07:14:54.217096+00:00,466.p.4472,15,33
2025-12-14T07:14:54.217096+00:00,466.p.4472,16,9
2025-12-14T07:14:54.217096+00:00,466.p.4472,17,6
2025-12-14T07:14:54.217096+00:00,466.p.4472,18,16
2025-12-14T07:14:54.217096+00:00,466.p.4472,19,14
2025-12-14T07:14:54.217096+00:00,466.p.4472,20,.643
2025-12-14T07:14:54.217096+00:00,466.p.4472,21,33
2025-12-14T07:14:54.217096+00:00,466.p.4472,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4472,23,1
2025-12-14T07:14:54.217096+00:00,466.p.4472,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4472,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4472,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4472,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4487,0,25
2025-12-14T07:14:54.217096+00:00,466.p.4487,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4487,2,493
2025-12-14T07:14:54.217096+00:00,466.p.4487,3,95
2025-12-14T07:14:54.217096+00:00,466.p.4487,4,36
2025-12-14T07:14:54.217096+00:00,466.p.4487,5,.379
2025-12-14T07:14:54.217096+00:00,466.p.4487,6,7
2025-12-14T07:14:54.217096+00:00,466.p.4487,7,6
2025-12-14T07:14:54.217096+00:00,466.p.4487,8,.857
2025-12-14T07:14:54.217096+00:00,466.p.4487,9,90
2025-12-14T07:14:54.217096+00:00,466.p.4487,10,34
2025-12-14T07:14:54.217096+00:00,466.p.4487,11,.378
2025-12-14T07:14:54.217096+00:00,466.p.4487,12,112
2025-12-14T07:14:54.217096+00:00,466.p.4487,13,13
2025-12-14T07:14:54.217096+00:00,466.p.4487,14,56
2025-12-14T07:14:54.217096+00:00,466.p.4487,15,69
2025-12-14T07:14:54.217096+00:00,466.p.4487,16,20
2025-12-14T07:14:54.217096+00:00,466.p.4487,17,21
2025-12-14T07:14:54.217096+00:00,466.p.4487,18,11
2025-12-14T07:14:54.217096+00:00,466.p.4487,19,18
2025-12-14T07:14:54.217096+00:00,466.p.4487,20,1.111
2025-12-14T07:14:54.217096+00:00,466.p.4487,21,49
2025-12-14T07:14:54.217096+00:00,466.p.4487,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4487,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4487,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4487,25,1
2025-12-14T07:14:54.217096+00:00,466.p.4487,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4487,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,0,2
2025-12-14T07:14:54.217096+00:00,466.p.4497,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4497,2,23
2025-12-14T07:14:54.217096+00:00,466.p.4497,3,5
2025-12-14T07:14:54.217096+00:00,466.p.4497,4,4
2025-12-14T07:14:54.217096+00:00,466.p.4497,5,.800
2025-12-14T07:14:54.217096+00:00,466.p.4497,6,2
2025-12-14T07:14:54.217096+00:00,466.p.4497,7,1
2025-12-14T07:14:54.217096+00:00,466.p.4497,8,.500
2025-12-14T07:14:54.217096+00:00,466.p.4497,9,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,10,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,11,-
2025-12-14T07:14:54.217096+00:00,466.p.4497,12,9
2025-12-14T07:14:54.217096+00:00,466.p.4497,13,4
2025-12-14T07:14:54.217096+00:00,466.p.4497,14,6
2025-12-14T07:14:54.217096+00:00,466.p.4497,15,10
2025-12-14T07:14:54.217096+00:00,466.p.4497,16,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,17,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,18,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,19,1
2025-12-14T07:14:54.217096+00:00,466.p.4497,20,.000
2025-12-14T07:14:54.217096+00:00,466.p.4497,21,1
2025-12-14T07:14:54.217096+00:00,466.p.4497,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4497,28,0
2025-12-14T07:14:54.217096+00:00,466.p.4563,0,24
2025-12-14T07:14:54.217096+00:00,466.p.4563,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4563,2,853
2025-12-14T07:14:54.217096+00:00,466.p.4563,3,420
2025-12-14T07:14:54.217096+00:00,466.p.4563,4,185
2025-12-14T07:14:54.217096+00:00,466.p.4563,5,.440
2025-12-14T07:14:54.217096+00:00,466.p.4563,6,204
2025-12-14T07:14:54.217096+00:00,466.p.4563,7,183
2025-12-14T07:14:54.217096+00:00,466.p.4563,8,.897
2025-12-14T07:14:54.217096+00:00,466.p.4563,9,231
2025-12-14T07:14:54.217096+00:00,466.p.4563,10,85
2025-12-14T07:14:54.217096+00:00,466.p.4563,11,.368
2025-12-14T07:14:54.217096+00:00,466.p.4563,12,638
2025-12-14T07:14:54.217096+00:00,466.p.4563,13,13
2025-12-14T07:14:54.217096+00:00,466.p.4563,14,115
2025-12-14T07:14:54.217096+00:00,466.p.4563,15,128
2025-12-14T07:14:54.217096+00:00,466.p.4563,16,197
2025-12-14T07:14:54.217096+00:00,466.p.4563,17,30
2025-12-14T07:14:54.217096+00:00,466.p.4563,18,10
2025-12-14T07:14:54.217096+00:00,466.p.4563,19,95
2025-12-14T07:14:54.217096+00:00,466.p.4563,20,2.074
2025-12-14T07:14:54.217096+00:00,466.p.4563,21,52
2025-12-14T07:14:54.217096+00:00,466.p.4563,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4563,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4563,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4563,25,0
2025-12-14T07:14:54.217096+00:00,466.p.4563,27,8
2025-12-14T07:14:54.217096+00:00,466.p.4563,28,2
2025-12-14T07:14:54.217096+00:00,466.p.4612,0,17
2025-12-14T07:14:54.217096+00:00,466.p.4612,1,-
2025-12-14T07:14:54.217096+00:00,466.p.4612,2,529
2025-12-14T07:14:54.217096+00:00,466.p.4612,3,338
2025-12-14T07:14:54.217096+00:00,466.p.4612,4,160
2025-12-14T07:14:54.217096+00:00,466.p.4612,5,.473
2025-12-14T07:14:54.217096+00:00,466.p.4612,6,93
2025-12-14T07:14:54.217096+00:00,466.p.4612,7,84
2025-12-14T07:14:54.217096+00:00,466.p.4612,8,.903
2025-12-14T07:14:54.217096+00:00,466.p.4612,9,207
2025-12-14T07:14:54.217096+00:00,466.p.4612,10,81
2025-12-14T07:14:54.217096+00:00,466.p.4612,11,.391
2025-12-14T07:14:54.217096+00:00,466.p.4612,12,485
2025-12-14T07:14:54.217096+00:00,466.p.4612,13,7
2025-12-14T07:14:54.217096+00:00,466.p.4612,14,57
2025-12-14T07:14:54.217096+00:00,466.p.4612,15,64
2025-12-14T07:14:54.217096+00:00,466.p.4612,16,69
2025-12-14T07:14:54.217096+00:00,466.p.4612,17,21
2025-12-14T07:14:54.217096+00:00,466.p.4612,18,9
2025-12-14T07:14:54.217096+00:00,466.p.4612,19,52
2025-12-14T07:14:54.217096+00:00,466.p.4612,20,1.327
2025-12-14T07:14:54.217096+00:00,466.p.4612,21,38
2025-12-14T07:14:54.217096+00:00,466.p.4612,22,0
2025-12-14T07:14:54.217096+00:00,466.p.4612,23,0
2025-12-14T07:14:54.217096+00:00,466.p.4612,24,0
2025-12-14T07:14:54.217096+00:00,466.p.4612,25,1
2025-12-14T07:14:54.217096+00:00,466.p.4612,27,0
2025-12-14T07:14:54.217096+00:00,466.p.4612,28,0
